attack_type;target_system;outcome;timestamp;attacker_ip;target_ip;data_compromised_GB;attack_duration_min;security_tools_used;user_role;location;attack_severity;industry;response_time_min;mitigation_method
Cross-Site Scripting;IoT Device;Success;17:55.6;95.85.54.41;228.141.202.168;43.21;270;Firewall;Employee;Canada;5;Energy;75;Patch
Zero-Day Exploit;IoT Device;Failure;06:41.6;214.247.217.203;223.11.181.100;54.67;254;Firewall;Employee;Germany;8;Technology;79;Containment
Malware;Cloud Service;Success;58:40.6;31.229.116.179;171.150.174.96;82.23;288;IDS;Contractor;Brazil;3;Government;128;Reset Credentials
Ransomware;Database;Failure;10:15.6;184.106.151.88;161.236.107.50;29.19;180;Firewall;External User;Brazil;1;Energy;16;Block IP
SQL Injection;API;Success;36:51.6;153.103.34.84;198.5.73.13;30.52;5;WAF;Admin;Canada;1;Education;35;Patch
Cross-Site Scripting;API;Failure;52:34.6;227.184.42.211;65.24.253.177;5.17;285;SIEM;Employee;USA;8;Finance;35;Patch
Zero-Day Exploit;Cloud Service;Failure;19:21.6;242.95.114.177;133.25.93.6;62.98;7;MFA;External User;USA;3;Finance;76;Patch
Phishing;User Account;Success;26:44.6;220.24.9.137;215.113.146.42;12.6;1;Endpoint Detection;Employee;Australia;9;Finance;177;Reset Credentials
Ransomware;API;Success;03:25.6;211.59.195.127;149.97.166.79;71.88;65;MFA;Employee;UK;3;Energy;16;Reset Credentials
Cross-Site Scripting;Email Server;Failure;11:39.6;30.103.172.90;137.232.159.24;43.08;155;MFA;External User;Australia;8;Energy;136;Reset Credentials
SQL Injection;IoT Device;Failure;54:52.6;253.143.188.144;181.136.69.147;0.58;186;MFA;Admin;Canada;10;Healthcare;83;Patch
Zero-Day Exploit;Web Server;Success;27:57.6;151.58.113.212;178.114.77.176;44;259;Endpoint Detection;Contractor;Russia;9;Education;82;Reset Credentials
Malware;IoT Device;Failure;14:54.6;116.66.145.140;17.209.222.66;62;114;SIEM;Admin;India;4;Retail;104;Block IP
Zero-Day Exploit;Cloud Service;Success;31:31.6;88.127.17.97;28.114.172.254;37.91;54;VPN;Contractor;France;7;Education;143;Patch
Brute Force;Email Server;Failure;11:10.6;173.253.38.68;98.238.96.106;80.65;31;Endpoint Detection;Employee;Canada;7;Finance;147;Block IP
DDoS;IoT Device;Failure;56:23.6;32.241.216.227;158.37.119.21;77.33;198;Antivirus;Employee;France;3;Energy;71;Containment
Ransomware;Network Switch;Success;53:45.6;169.218.155.122;255.251.95.82;34.42;200;SIEM;External User;Australia;3;Education;7;Containment
Malware;API;Failure;21:28.6;164.219.104.39;127.61.34.254;79.21;131;Antivirus;Employee;China;9;Energy;44;Quarantine
Brute Force;Database;Failure;31:46.6;221.186.66.191;212.83.162.8;2.43;115;IDS;Employee;Brazil;6;Energy;134;Block IP
Malware;API;Failure;03:27.6;3.64.224.206;108.97.10.57;80.44;170;Firewall;Contractor;India;10;Manufacturing;144;Quarantine
Zero-Day Exploit;Network Switch;Failure;49:06.6;222.78.87.137;22.183.78.37;80.04;267;Antivirus;Admin;India;3;Government;16;Patch
Brute Force;Cloud Service;Success;03:11.6;17.101.56.128;3.106.105.198;42.81;257;VPN;Admin;France;1;Energy;20;Reset Credentials
Phishing;Web Server;Success;21:20.6;193.47.72.197;37.159.75.161;83.99;185;MFA;Admin;Russia;6;Technology;163;Block IP
SQL Injection;Email Server;Failure;52:06.6;64.7.152.105;54.113.12.47;39.58;41;VPN;Employee;UK;3;Retail;128;Reset Credentials
DDoS;Web Server;Failure;11:04.6;214.101.217.238;5.234.3.253;4.92;181;SIEM;Contractor;India;5;Finance;57;Containment
Brute Force;Network Switch;Failure;04:03.6;91.56.72.215;144.202.93.62;75.93;245;MFA;External User;Canada;5;Government;173;Block IP
Ransomware;Web Server;Success;33:56.6;201.200.125.193;163.251.23.204;70.85;31;Antivirus;Employee;India;10;Healthcare;76;Containment
SQL Injection;Email Server;Failure;51:19.6;211.156.11.84;237.142.246.201;78.98;113;Endpoint Detection;Admin;Germany;10;Healthcare;72;Quarantine
Phishing;IoT Device;Success;55:38.6;62.213.129.230;126.239.128.178;61.83;183;MFA;External User;India;2;Technology;167;Quarantine
Phishing;IoT Device;Failure;39:47.6;107.215.32.212;86.2.232.61;54.3;224;Endpoint Detection;Employee;Russia;5;Retail;6;Quarantine
Ransomware;Database;Failure;20:42.6;103.60.113.195;104.116.105.49;90.39;194;SIEM;Contractor;Brazil;5;Energy;1;Block IP
DDoS;Network Switch;Failure;45:54.6;149.222.147.60;165.200.59.168;56.18;148;SIEM;Contractor;Germany;5;Education;20;Containment
Brute Force;Database;Failure;38:50.6;232.152.235.237;114.56.216.232;6.29;219;WAF;Admin;Canada;1;Finance;95;Containment
SQL Injection;Network Switch;Failure;07:53.6;87.208.18.121;116.227.130.159;81.38;111;Endpoint Detection;Admin;India;3;Finance;175;Quarantine
SQL Injection;Web Server;Failure;23:55.6;96.77.174.50;255.66.89.120;45.76;300;Firewall;External User;India;8;Education;71;Patch
Cross-Site Scripting;API;Failure;17:17.6;94.5.98.6;43.49.212.176;39.09;67;VPN;Admin;UK;8;Retail;174;Reset Credentials
SQL Injection;API;Success;09:33.6;151.54.199.171;64.94.108.184;76.85;46;Endpoint Detection;Admin;Germany;7;Technology;8;Containment
Ransomware;Email Server;Success;45:55.6;69.247.104.63;244.36.178.214;59.51;38;Firewall;Admin;China;5;Technology;96;Quarantine
Ransomware;Database;Success;45:14.6;106.120.99.47;225.198.143.46;83.56;144;Antivirus;Employee;Australia;7;Education;43;Quarantine
Ransomware;Email Server;Failure;38:07.6;160.197.135.136;250.164.104.121;15.19;34;Endpoint Detection;Contractor;Brazil;5;Education;9;Quarantine
Ransomware;API;Success;34:00.6;220.11.130.72;173.103.171.67;93.59;288;MFA;Contractor;Germany;2;Technology;160;Reset Credentials
Phishing;User Account;Success;25:44.6;19.115.51.134;39.82.128.202;54.2;44;IDS;Contractor;France;8;Government;103;Reset Credentials
Zero-Day Exploit;Network Switch;Failure;04:43.6;5.130.198.116;80.181.175.189;6.67;24;SIEM;Employee;India;3;Finance;129;Patch
Malware;Network Switch;Failure;05:47.6;222.166.128.52;3.11.254.166;64.86;297;Endpoint Detection;Contractor;Russia;5;Technology;47;Quarantine
DDoS;Cloud Service;Success;49:32.6;115.229.46.57;230.125.118.69;98.83;62;VPN;Employee;Germany;6;Education;17;Patch
Phishing;Database;Failure;48:55.6;82.182.52.160;70.22.20.128;80.75;157;WAF;Admin;Australia;8;Finance;154;Reset Credentials
Zero-Day Exploit;Database;Failure;24:54.6;255.166.194.164;189.233.201.228;35.05;66;IDS;External User;Australia;3;Healthcare;89;Containment
SQL Injection;Cloud Service;Success;07:29.6;158.138.223.192;129.227.223.11;23.75;42;SIEM;Contractor;Russia;9;Government;1;Block IP
Zero-Day Exploit;Web Server;Success;53:21.6;32.97.110.150;20.64.144.203;8.93;232;MFA;Admin;Australia;4;Finance;8;Containment
SQL Injection;IoT Device;Failure;59:22.6;188.250.232.167;10.19.3.188;27.47;76;Endpoint Detection;External User;Brazil;2;Technology;175;Block IP
DDoS;Network Switch;Failure;40:49.6;44.223.242.97;242.33.224.124;76.5;178;WAF;External User;Russia;7;Government;107;Block IP
Cross-Site Scripting;IoT Device;Success;32:13.6;226.42.231.68;125.14.25.84;0.96;143;Endpoint Detection;External User;India;9;Government;70;Quarantine
Brute Force;User Account;Success;41:08.6;67.183.133.198;120.13.58.5;18.99;156;IDS;Admin;France;3;Technology;35;Patch
Cross-Site Scripting;Email Server;Success;04:25.6;4.133.37.92;131.19.224.79;21.31;243;IDS;Admin;Canada;8;Retail;55;Containment
Zero-Day Exploit;API;Success;44:57.6;115.128.99.98;86.255.234.166;1.65;68;IDS;Admin;UK;6;Finance;102;Containment
Cross-Site Scripting;Cloud Service;Success;12:36.6;183.39.196.43;2.4.228.83;71.11;260;VPN;Employee;USA;5;Manufacturing;139;Patch
DDoS;Database;Failure;31:55.6;52.48.123.43;1.216.88.7;32.45;221;WAF;Admin;Brazil;10;Technology;126;Reset Credentials
Cross-Site Scripting;User Account;Success;14:12.6;138.210.6.79;3.255.115.148;8.82;128;Antivirus;Contractor;Canada;10;Technology;118;Block IP
Brute Force;Web Server;Success;38:59.6;149.68.9.115;139.66.142.87;6.89;178;VPN;External User;Russia;5;Energy;43;Containment
Zero-Day Exploit;Email Server;Failure;43:10.6;162.109.71.119;64.245.132.208;39.11;135;VPN;Employee;Australia;2;Government;11;Patch
DDoS;User Account;Success;15:05.6;62.11.248.101;2.141.228.113;70.56;208;Endpoint Detection;Admin;UK;3;Finance;103;Reset Credentials
Cross-Site Scripting;User Account;Failure;42:59.6;54.178.54.97;60.53.197.231;70.92;228;WAF;Admin;India;6;Government;41;Quarantine
Ransomware;Email Server;Failure;30:25.6;20.38.144.118;41.17.142.236;70.26;219;WAF;Employee;UK;2;Finance;56;Reset Credentials
Ransomware;Database;Success;03:25.6;12.103.50.67;233.40.144.226;82.91;25;SIEM;Admin;Germany;1;Finance;36;Containment
DDoS;User Account;Failure;23:38.6;4.130.129.207;11.136.86.108;68.75;170;IDS;External User;Germany;5;Technology;27;Reset Credentials
DDoS;Web Server;Success;51:28.6;161.51.105.192;76.199.7.18;13.79;273;Antivirus;Employee;India;6;Retail;18;Patch
Phishing;Web Server;Failure;48:39.6;199.196.27.83;222.5.50.76;76.74;193;Endpoint Detection;Contractor;USA;4;Healthcare;59;Reset Credentials
SQL Injection;User Account;Failure;49:40.6;98.204.179.208;214.241.179.229;64.65;71;VPN;Contractor;Canada;7;Energy;137;Block IP
Zero-Day Exploit;Network Switch;Success;52:44.6;206.125.250.217;167.46.187.132;55.72;130;IDS;Admin;Canada;1;Technology;3;Reset Credentials
Phishing;Database;Success;46:00.6;178.197.88.134;143.128.198.216;5.53;234;VPN;Employee;Brazil;6;Government;85;Quarantine
Phishing;Web Server;Failure;30:32.6;53.183.241.98;196.229.132.40;2.74;144;Firewall;Contractor;Australia;5;Energy;64;Reset Credentials
Cross-Site Scripting;Network Switch;Success;59:30.6;57.171.84.26;68.108.73.193;2.32;60;MFA;Employee;India;1;Finance;90;Quarantine
DDoS;User Account;Failure;58:45.6;179.84.154.125;73.87.77.111;21.14;267;MFA;Contractor;Brazil;6;Technology;16;Reset Credentials
Phishing;Cloud Service;Success;30:43.6;207.89.81.163;79.51.22.165;15.48;82;WAF;External User;Canada;1;Education;155;Block IP
Malware;Network Switch;Success;01:43.6;63.143.159.231;225.201.168.228;64.24;196;MFA;External User;China;6;Manufacturing;52;Quarantine
SQL Injection;Database;Failure;36:05.6;190.64.28.186;164.65.95.152;56.57;251;IDS;Contractor;Russia;8;Retail;1;Block IP
Phishing;Cloud Service;Failure;09:30.6;64.57.59.39;198.221.234.100;70.11;261;VPN;Employee;India;9;Finance;17;Patch
Malware;Email Server;Success;23:44.6;151.72.221.22;2.101.47.105;93.81;179;Firewall;Admin;Brazil;2;Government;15;Patch
DDoS;Email Server;Failure;55:17.6;7.201.109.222;18.13.20.120;41.92;78;Firewall;Contractor;France;6;Manufacturing;33;Block IP
Zero-Day Exploit;IoT Device;Success;52:06.6;141.225.89.184;235.64.98.255;45.37;280;MFA;Admin;Canada;4;Technology;31;Containment
Cross-Site Scripting;Web Server;Success;28:50.6;14.226.55.238;10.205.84.21;30.47;101;MFA;Admin;Canada;4;Finance;36;Reset Credentials
Brute Force;Web Server;Success;09:15.6;114.29.36.71;201.152.34.243;42.61;157;IDS;Contractor;Australia;1;Finance;19;Containment
Brute Force;Web Server;Success;18:52.6;94.19.10.233;105.36.129.127;76.3;6;MFA;Employee;India;4;Energy;47;Patch
SQL Injection;Database;Failure;19:47.6;126.176.37.197;150.49.36.249;35.83;165;Endpoint Detection;Employee;India;1;Technology;108;Block IP
Brute Force;API;Success;51:40.6;68.177.237.146;37.119.25.189;61.64;199;SIEM;External User;France;5;Manufacturing;156;Reset Credentials
DDoS;API;Failure;05:08.6;197.32.108.205;41.190.154.83;52.63;162;Antivirus;External User;Germany;6;Energy;150;Reset Credentials
Brute Force;Database;Success;13:35.6;130.106.3.42;75.243.138.56;56.08;2;SIEM;Employee;France;3;Energy;60;Block IP
DDoS;Database;Failure;05:42.6;178.47.98.213;170.50.172.118;12.07;188;VPN;External User;Russia;10;Retail;154;Patch
Phishing;Database;Failure;45:03.6;58.202.237.32;220.34.191.144;25.14;275;VPN;Employee;Australia;9;Manufacturing;178;Reset Credentials
Malware;Database;Success;52:06.6;66.138.69.119;212.46.238.22;6.97;271;WAF;Employee;Australia;5;Manufacturing;43;Reset Credentials
Malware;Cloud Service;Failure;32:59.6;6.87.230.80;10.125.76.133;80.71;12;WAF;Contractor;China;9;Healthcare;139;Quarantine
Phishing;IoT Device;Failure;31:00.6;185.158.210.50;60.101.221.208;23.63;221;Endpoint Detection;Admin;France;6;Energy;88;Containment
SQL Injection;User Account;Success;25:02.6;159.126.179.229;9.36.12.237;31.21;90;MFA;External User;Russia;2;Retail;46;Containment
Malware;Database;Failure;55:45.6;87.156.183.246;80.42.26.132;20.77;207;Firewall;External User;USA;7;Education;101;Patch
Ransomware;User Account;Failure;16:32.6;47.192.215.169;147.222.177.99;37.81;300;IDS;Admin;France;8;Energy;164;Quarantine
Ransomware;API;Success;24:29.6;36.231.117.212;67.66.61.19;71.44;239;WAF;Admin;USA;4;Education;180;Quarantine
Ransomware;API;Success;41:10.6;223.6.41.135;107.70.205.45;0.23;235;Antivirus;Admin;Brazil;6;Finance;105;Block IP
Brute Force;Network Switch;Success;00:34.6;182.255.170.184;2.178.151.120;19.89;224;Endpoint Detection;External User;Australia;6;Manufacturing;107;Quarantine
DDoS;Web Server;Failure;37:32.6;165.98.142.232;92.9.85.182;63.09;94;Endpoint Detection;Admin;Germany;3;Energy;124;Patch
DDoS;Email Server;Success;28:09.6;184.117.6.23;186.101.144.108;69.82;37;SIEM;Admin;India;2;Finance;133;Reset Credentials
Phishing;Database;Failure;56:08.6;151.164.114.208;47.73.171.79;93.3;27;VPN;Admin;India;3;Manufacturing;71;Patch
Malware;User Account;Failure;39:18.6;51.238.247.139;51.62.159.89;11.53;79;Endpoint Detection;Contractor;Brazil;4;Government;104;Patch
Cross-Site Scripting;API;Failure;12:21.6;72.211.99.30;104.42.139.205;68.85;250;MFA;External User;France;9;Healthcare;160;Quarantine
DDoS;API;Failure;51:40.6;210.179.135.229;126.190.35.70;63.93;176;SIEM;External User;Canada;6;Manufacturing;29;Patch
SQL Injection;Database;Success;25:03.6;250.69.85.54;251.208.46.221;64.39;258;MFA;Contractor;France;2;Technology;144;Quarantine
DDoS;Cloud Service;Success;02:05.6;175.118.219.102;33.210.135.145;60.19;230;Antivirus;Employee;USA;4;Healthcare;140;Patch
Phishing;Network Switch;Failure;29:30.6;221.114.234.207;252.15.125.127;6.11;198;Endpoint Detection;Admin;USA;7;Government;161;Quarantine
Brute Force;API;Failure;44:56.6;75.189.6.173;7.101.69.107;29.43;67;IDS;External User;China;2;Energy;44;Reset Credentials
Zero-Day Exploit;Cloud Service;Success;32:24.6;80.120.39.1;110.43.61.88;31.57;277;SIEM;Employee;Brazil;9;Government;81;Quarantine
Zero-Day Exploit;Cloud Service;Success;14:15.6;25.254.192.243;20.79.191.46;36.42;164;VPN;Admin;Russia;9;Finance;126;Reset Credentials
Ransomware;Network Switch;Failure;37:49.6;65.158.63.234;47.129.88.61;19.03;257;IDS;Contractor;France;10;Education;54;Block IP
SQL Injection;IoT Device;Failure;05:19.6;243.138.210.36;93.59.171.60;82.64;265;Antivirus;Employee;Russia;8;Healthcare;20;Block IP
DDoS;Database;Success;48:57.6;137.120.78.210;33.110.28.166;72.15;51;WAF;Admin;USA;8;Retail;153;Patch
Brute Force;IoT Device;Success;22:13.6;26.6.38.238;47.95.76.234;28.96;19;SIEM;Admin;China;8;Technology;156;Reset Credentials
Cross-Site Scripting;User Account;Success;35:52.6;125.209.195.251;4.0.192.167;69.87;235;SIEM;External User;India;6;Government;89;Reset Credentials
DDoS;Network Switch;Failure;55:55.6;200.190.29.209;3.116.93.191;65.93;222;VPN;Employee;Russia;6;Healthcare;172;Patch
Malware;Email Server;Success;43:31.6;195.114.237.102;172.155.45.2;77.37;132;IDS;Admin;Russia;5;Retail;64;Containment
Brute Force;Cloud Service;Failure;23:21.6;17.37.0.171;98.86.95.83;98.26;114;MFA;External User;France;6;Healthcare;39;Reset Credentials
SQL Injection;Email Server;Success;57:29.6;142.78.137.31;32.4.157.38;3.27;113;WAF;Contractor;India;4;Technology;179;Containment
Malware;User Account;Failure;09:00.6;11.210.81.116;185.84.162.230;48.98;174;Firewall;Contractor;USA;8;Education;22;Block IP
Phishing;Network Switch;Success;33:27.6;176.18.254.197;145.183.66.52;15.38;57;Endpoint Detection;External User;USA;4;Government;23;Block IP
Phishing;User Account;Failure;24:58.6;146.29.136.35;82.21.155.114;67.16;196;SIEM;Admin;USA;7;Manufacturing;164;Quarantine
DDoS;Email Server;Failure;38:04.6;180.199.99.157;200.252.3.236;32.05;217;Antivirus;External User;UK;5;Manufacturing;25;Patch
Zero-Day Exploit;Email Server;Success;11:13.6;10.15.75.169;241.215.236.1;28.92;278;Firewall;External User;Russia;7;Manufacturing;165;Quarantine
Ransomware;API;Success;41:13.6;93.37.198.238;129.226.232.94;34.99;161;IDS;Contractor;India;7;Energy;113;Quarantine
Phishing;Web Server;Success;45:29.6;74.16.194.18;71.7.92.62;54.65;188;MFA;Employee;Brazil;2;Technology;89;Quarantine
Brute Force;Network Switch;Failure;49:40.6;50.124.94.3;248.38.227.215;9.75;116;MFA;Admin;USA;10;Energy;85;Quarantine
Brute Force;API;Failure;04:29.6;251.191.96.14;125.93.226.226;62.24;103;SIEM;Contractor;India;4;Energy;85;Block IP
Ransomware;User Account;Success;50:48.6;24.246.37.241;56.44.135.68;58.46;102;Endpoint Detection;Employee;France;10;Technology;156;Quarantine
DDoS;Database;Success;04:08.6;54.230.56.154;156.99.161.159;19.75;164;VPN;External User;Canada;4;Technology;61;Reset Credentials
SQL Injection;IoT Device;Success;18:16.6;134.216.139.131;111.191.151.46;9.26;130;SIEM;Contractor;France;2;Technology;179;Block IP
SQL Injection;Web Server;Success;44:40.6;244.73.229.194;198.108.195.50;6.54;209;IDS;Admin;Brazil;8;Energy;12;Containment
Malware;IoT Device;Failure;30:27.6;235.15.169.207;125.101.183.133;76.47;87;VPN;External User;Canada;9;Energy;171;Quarantine
SQL Injection;API;Failure;57:10.6;40.40.234.195;128.112.198.224;68.21;92;MFA;Admin;Russia;7;Finance;68;Quarantine
Ransomware;API;Success;56:39.6;15.147.28.171;255.2.189.247;57.11;203;MFA;External User;Canada;7;Retail;54;Containment
Brute Force;Email Server;Success;45:36.6;185.26.239.251;132.171.206.210;65.41;276;VPN;Employee;USA;1;Manufacturing;135;Containment
Cross-Site Scripting;Web Server;Failure;02:43.6;32.23.164.74;1.177.27.240;16.63;146;VPN;Employee;Germany;3;Manufacturing;89;Block IP
Cross-Site Scripting;Web Server;Success;35:40.6;167.143.190.25;61.160.35.29;7.24;177;MFA;Admin;Brazil;10;Healthcare;19;Reset Credentials
Zero-Day Exploit;Network Switch;Failure;50:50.6;90.179.41.154;7.236.33.12;58.78;199;Firewall;Admin;Russia;8;Healthcare;158;Patch
SQL Injection;Database;Failure;20:01.6;88.249.40.55;13.130.223.102;27;275;Antivirus;External User;China;3;Government;107;Patch
Phishing;Web Server;Failure;01:30.6;188.16.162.23;83.56.8.101;57.17;44;VPN;External User;India;2;Education;32;Patch
Ransomware;IoT Device;Success;49:58.6;111.201.28.130;125.111.115.217;13.39;32;WAF;Contractor;Germany;6;Healthcare;15;Quarantine
Brute Force;API;Success;21:28.6;191.37.91.244;217.49.240.173;32.39;288;SIEM;Employee;India;1;Technology;4;Reset Credentials
Cross-Site Scripting;API;Failure;01:15.6;167.241.150.124;39.214.185.21;43.38;108;Endpoint Detection;Admin;Australia;2;Technology;66;Reset Credentials
Cross-Site Scripting;Cloud Service;Failure;11:28.6;147.190.141.116;249.46.84.142;80.62;71;WAF;Admin;Canada;10;Technology;83;Patch
Phishing;Cloud Service;Success;46:06.6;221.222.68.134;34.185.39.199;96.05;94;IDS;Admin;Canada;5;Technology;161;Reset Credentials
SQL Injection;User Account;Success;07:01.6;77.72.191.186;147.58.234.106;43.85;236;SIEM;Contractor;Germany;3;Manufacturing;50;Quarantine
Phishing;Web Server;Failure;52:40.6;141.163.233.182;221.215.10.8;31.31;221;Endpoint Detection;Employee;France;2;Manufacturing;148;Quarantine
Ransomware;API;Failure;01:51.6;214.202.200.11;168.237.175.73;78.26;237;Endpoint Detection;Admin;France;3;Healthcare;170;Quarantine
